Domain,Question,FinalLabel
maz_commercial,What is the total sales volume and net revenue for the Corona Extra brand in the first quarter of 2023?,Simple
maz_commercial,How does the net revenue per HL for the Victoria brand in February 2023 compare to March 2023?,Simple
maz_commercial,What percentage of the total volume does the Modelo Especial brand contribute to the Occidente region in 2023?,Simple
maz_commercial,Identify the top three brands by sales volume in the Central-Bajío region in the second quarter of 2023.,Simple
maz_commercial,Calculate the average volume per customer for the Bud Light brand in the Norte region during the first half of 2023.,Simple
maz_commercial,What is the percentage change in volume for the Pacifico brand from Q1 to Q2 in 2023?,Simple
maz_commercial,Analyze the percentage change in revenue for the Negra Modelo brand from March to April 2023.,Simple
maz_commercial,What is the percentage change in net revenue per HL for the Cucapa brand across all regions from Q2 to Q3 in 2023?,Simple
maz_commercial,Which distribution channel achieved the highest volume for the Barrilito brand in the first quarter of 2023?,Simple
maz_commercial,Determine the top-selling SKU for the Corona Light brand in the Sureste region in the second quarter of 2023.,Simple
maz_commercial,What is the total volume contribution of the FERT product type code across all brands in Q1 2023?,Simple
maz_commercial,How does the net revenue per HL for the FGTR product type code compare across the top three brands in Q2 2023?,Simple
maz_commercial,Identify the region with the highest sales volume for the Core price segment in the first half of 2023.,Simple
maz_commercial,Calculate the average net revenue per HL for the Superpremium price segment in Q3 2023.,Simple
maz_commercial,What is the percentage distribution of volume by distribution channel for the Craft price segment in Q2 2023?,Simple
maz_commercial,Analyze the performance of the Value price segment across different regions in the third quarter of 2023.,Complex
maz_commercial,Which brand has the highest net revenue in the Occidente region in Q1 2023?,Simple
maz_commercial,Determine the sales volume and net revenue for the Michelob brand in the Central-Bajío region in April 2023.,Simple
maz_commercial,What is the total number of customers for the Modelo Especial brand in the Norte region in Q2 2023?,Simple
maz_commercial,Calculate the average volume per customer for the Corona Extra brand across all regions in the first quarter of 2023.,Simple
maz_commercial,What is the percentage change in sales volume for the Victoria brand from Q2 to Q3 in 2023?,Simple
maz_commercial,Analyze the percentage change in net revenue for the Bud Light brand from February to March 2023.,Simple
maz_commercial,How has the net revenue per HL changed for the Pacifico brand across quarters in 2023?,Simple
maz_commercial,"In which month did the Negra Modelo brand achieve the lowest net revenue, and why?",Complex
maz_commercial,Which brand achieved the highest sales in volume in the Sureste region in Q3 2023?,Simple
maz_commercial,What is the total volume and revenue of the Cucapa brand in the first quarter of 2023?,Simple
maz_commercial,How does the net revenue per HL for the Barrilito brand in June 2023 compare to July 2023?,Simple
maz_commercial,What percentage of the total volume does the Corona Light brand contribute to the Central-Bajío region in 2023?,Simple
maz_commercial,Identify the top three SKUs by sales volume in the Occidente region in the second quarter of 2023.,Simple
maz_commercial,Calculate the average volume per customer for the Michelob brand in the Norte region during the first half of 2023.,Simple
maz_commercial,What is the percentage change in volume for the Barrilito brand from Q1 to Q2 in 2023?,Simple
maz_commercial,Analyze the percentage change in revenue for the Corona Extra brand from March to April 2023.,Simple
maz_commercial,What is the percentage change in net revenue per HL for the Victoria brand across all regions from Q2 to Q3 in 2023?,Simple
maz_commercial,Which distribution channel achieved the highest volume for the Modelo Especial brand in the first quarter of 2023?,Simple
maz_commercial,Determine the top-selling SKU for the Pacifico brand in the Sureste region in the second quarter of 2023.,Simple
maz_commercial,What is the total volume contribution of the FGTR product type code across all brands in Q1 2023?,Simple
maz_commercial,How does the net revenue per HL for the FERT product type code compare across the top three brands in Q2 2023?,Simple
maz_commercial,Identify the region with the highest sales volume for the Premium price segment in the first half of 2023.,Simple
maz_commercial,Calculate the average net revenue per HL for the Core Plus price segment in Q3 2023.,Simple
maz_commercial,What is the percentage distribution of volume by distribution channel for the Cheladas price segment in Q2 2023?,Simple
maz_commercial,Analyze the performance of the Core + Core Plus price segment across different regions in the third quarter of 2023.,Complex
maz_commercial,Which brand has the highest net revenue in the Norte region in Q1 2023?,Simple
maz_commercial,Determine the sales volume and net revenue for the Bud Light brand in the Occidente region in April 2023.,Simple
maz_commercial,What is the total number of customers for the Negra Modelo brand in the Central-Bajío region in Q2 2023?,Simple
maz_commercial,Calculate the average volume per customer for the Pacifico brand across all regions in the first quarter of 2023.,Simple
maz_commercial,What is the percentage change in sales volume for the Corona Light brand from Q2 to Q3 in 2023?,Simple
maz_commercial,Analyze the percentage change in net revenue for the Michelob brand from February to March 2023.,Simple
maz_commercial,How has the net revenue per HL changed for the Barrilito brand across quarters in 2023?,Simple
maz_commercial,"In which month did the Cucapa brand achieve the lowest net revenue, and why?",Complex
maz_commercial,Which brand achieved the highest sales in volume in the Norte region in Q3 2023?,Simple
marketing_abi_connect,What is the total number of mentions for Corona across all social media platforms in the last 3 months?,Simple
marketing_abi_connect,"How has the sentiment distribution (positive, neutral, negative) for Michelob Ultra mentions changed from the last quarter to the current quarter?",Simple
marketing_abi_connect,"Which country had the highest number of Budweiser mentions in the last month, and what was the predominant sentiment?",Simple
marketing_abi_connect,Can we identify the top 5 hashtags associated with Stella Artois mentions on Twitter in the last 2 months?,Simple
marketing_abi_connect,"What are the engagement types (like, comment, share, etc.) that have the highest occurrences for Castle brand mentions in the last quarter?",Simple
marketing_abi_connect,Which content source name had the highest number of Aguila brand mentions in the last month?,Simple
marketing_abi_connect,How have the impressions for Bud Light mentions on Instagram varied in the last 3 months?,Simple
marketing_abi_connect,What is the correlation between the number of followers of the author and the number of engagements a post receives for Quilmes mentions?,Complex
marketing_abi_connect,Which engagement type has the highest impact on the positive sentiment mentions for Brahma in the last quarter?,Simple
marketing_abi_connect,Can we analyze the trend of negative sentiment mentions for Pilsener across different countries in the last 6 months?,Complex
marketing_abi_connect,What are the common interests of authors who mention Stella Artois with a positive sentiment in the last 2 months?,Simple
marketing_abi_connect,How do the number of likes correlate with the sentiment of the mention for Budweiser across all platforms in the last quarter?,Complex
marketing_abi_connect,What is the average number of comments for negative sentiment mentions of Corona on Facebook in the last month?,Simple
marketing_abi_connect,Which author has the highest number of mentions for Michelob Ultra with a negative sentiment in the last 3 months?,Simple
marketing_abi_connect,Can we identify any seasonal trends in the mentions of Castle across different social media platforms in the last year?,Complex
marketing_abi_connect,"What is the distribution of account types (individual, organisational) among authors mentioning Bud Light in the last quarter?",Simple
marketing_abi_connect,How does the sentiment of mentions for Aguila vary across different ABI zones in the last 6 months?,Simple
marketing_abi_connect,What are the top 5 countries with the highest reach for Quilmes mentions on Instagram in the last quarter?,Simple
marketing_abi_connect,Can we determine the average number of video views for Budweiser mentions on YouTube in the last 2 months?,Simple
marketing_abi_connect,What is the impact of verified authors on the engagement levels of Corona mentions on Twitter in the last month?,Simple
marketing_abi_connect,"How do the classifications of mood (joy, anger, surprise, etc.) for Brahma mentions correlate with the sentiment in the last quarter?",Complex
marketing_abi_connect,What is the percentage increase in the total mentions for Pilsener on social media platforms from the last quarter to the current quarter?,Simple
marketing_abi_connect,Which hashtags are most frequently associated with negative sentiment mentions of Stella Artois on Instagram in the last month?,Simple
marketing_abi_connect,Can we analyze the difference in engagement types between male and female authors for Bud Light mentions in the last 3 months?,Complex
marketing_abi_connect,What are the predominant languages used in the mentions of Michelob Ultra with positive sentiment in the last quarter?,Simple
marketing_abi_connect,How does the number of followers of the author influence the sentiment of mentions for Aguila in the last 2 months?,Complex
marketing_abi_connect,Can we identify the top 3 authors by the number of mentions for Castle with a neutral sentiment in the last month?,Simple
marketing_abi_connect,What is the average number of shares for positive sentiment mentions of Quilmes on Facebook in the last quarter?,Simple
marketing_abi_connect,"How have the interactions (likes, comments, shares) for Brahma mentions on Twitter evolved in the last 6 months?",Simple
marketing_abi_connect,What are the top 5 content source names for negative sentiment mentions of Pilsener in the last quarter?,Simple
marketing_abi_connect,How does the sentiment distribution for Budweiser mentions vary between individual and organisational account types in the last 3 months?,Simple
marketing_abi_connect,Can we determine the reach of Stella Artois mentions by verified authors on Instagram in the last month?,Simple
marketing_abi_connect,What is the trend of engagements for Michelob Ultra mentions with joy classification in the last quarter?,Simple
marketing_abi_connect,How does the number of retweets correlate with the sentiment of mentions for Aguila on Twitter in the last 2 months?,Complex
marketing_abi_connect,Can we identify any correlation between the mood classification and the engagement type for Castle mentions in the last quarter?,Complex
marketing_abi_connect,What are the top 3 countries with the highest number of likes for Quilmes mentions on Instagram in the last month?,Simple
marketing_abi_connect,How do the total mentions for Brahma on social media platforms in the last quarter compare with the same period last year?,Simple
marketing_abi_connect,Can we analyze the impact of hashtags on the engagement levels of Pilsener mentions in the last 3 months?,Complex
marketing_abi_connect,What is the average number of replies for negative sentiment mentions of Budweiser on Facebook in the last month?,Simple
marketing_abi_connect,Which authors have the highest impact on the positive sentiment mentions for Stella Artois across all platforms in the last quarter?,Simple
marketing_abi_connect,How does the sentiment of mentions for Michelob Ultra vary across different engagement types in the last 2 months?,Simple
marketing_abi_connect,Can we determine the top 5 interests of authors mentioning Aguila with a neutral sentiment in the last quarter?,Simple
marketing_abi_connect,"What is the distribution of page types (twitter, facebook, news, etc.) for Castle mentions with positive sentiment in the last month?",Simple
marketing_abi_connect,Can we identify the top 3 engagement types that lead to the highest number of video views for Quilmes mentions on YouTube in the last quarter?,Simple
marketing_abi_connect,What are the predominant sentiments for Brahma mentions by authors with organisational account types in the last 3 months?,Simple
marketing_abi_connect,How do the total mentions for Pilsener with a joy classification compare across different ABI zones in the last 6 months?,Simple
marketing_abi_connect,Can we analyze the correlation between the number of followers and the number of engagements for Budweiser mentions in the last quarter?,Complex
marketing_abi_connect,What is the average reach for negative sentiment mentions of Stella Artois on Instagram in the last month?,Simple
marketing_abi_connect,How does the sentiment of mentions for Michelob Ultra compare across different countries in the last quarter?,Complex
marketing_abi_connect,Can we determine the top 5 hashtags associated with positive sentiment mentions of Aguila across all social media platforms in the last 3 months?,Simple
maz_commercial,What is the total volume and revenue for the Corona Extra brand in March 2023?,Simple
maz_commercial,What is the net revenue per HL for the Victoria brand in February 2023?,Simple
maz_commercial,What percentage of total volume does the Michelob brand represent in January 2023?,Simple
maz_commercial,How does the sales volume of Modelo Especial compare between January and February 2023?,Simple
maz_commercial,What is the average volume per customer for the Pacifico brand in the Central-Bajío region in March 2023?,Simple
maz_commercial,What is the percentage change in revenue for the Bud Light brand from February to March 2023?,Simple
maz_commercial,How has the net revenue per HL for the Negra Modelo brand changed from January to March 2023?,Simple
maz_commercial,What is the percentage distribution of sales volume for the Cucapa brand across different distribution channels in February 2023?,Simple
maz_commercial,What is the total number of customers purchasing Barrilito in the Occidente region in January 2023?,Simple
maz_commercial,What is the average net revenue per HL across all brands in the Norte region in March 2023?,Simple
maz_commercial,What is the percentage change in volume for the Corona Light brand from February to March 2023?,Simple
maz_commercial,What is the total revenue generated by the Core segment in the Sureste region in January 2023?,Simple
maz_commercial,How does the sales volume of the Premium segment compare between the Central-Bajío and Norte regions in February 2023?,Simple
maz_commercial,What is the net revenue per HL for the Superpremium segment in the Occidente region in March 2023?,Simple
maz_commercial,What percentage of total volume is contributed by the Value segment across all regions in January 2023?,Simple
maz_commercial,What is the percentage change in net revenue per HL for the Core + Core Plus segment from January to February 2023?,Simple
maz_commercial,How does the average volume per customer for the Cheladas segment compare across different distribution channels in March 2023?,Simple
maz_commercial,What is the total number of customers for the Craft segment in the Sureste region in February 2023?,Simple
maz_commercial,What is the percentage change in revenue for the Superpremium segment across all regions from February to March 2023?,Simple
maz_commercial,What is the total sales volume for the Value segment in the Central-Bajío region in January 2023?,Simple
maz_commercial,How has the net revenue per HL for the Core segment changed across quarters in 2023?,Simple
maz_commercial,What is the percentage distribution of sales volume for the Premium segment in the Norte region in February 2023?,Simple
maz_commercial,What is the average net revenue per HL for the Core Plus segment in the Occidente region in March 2023?,Simple
maz_commercial,What is the total revenue and volume for the Corona Extra brand in the first quarter of 2023?,Simple
maz_commercial,How does the sales volume of Victoria compare between the first and second quarters of 2023?,Simple
maz_commercial,What is the net revenue per HL for Michelob in the first quarter of 2023?,Simple
maz_commercial,What percentage of total volume does Modelo Especial represent in the first half of 2023?,Simple
maz_commercial,What is the average volume per customer for Pacifico in the second quarter of 2023?,Simple
maz_commercial,What is the percentage change in revenue for Bud Light from the first to the second quarter of 2023?,Simple
maz_commercial,How has the net revenue per HL for Negra Modelo changed from the first to the second quarter of 2023?,Simple
maz_commercial,What is the percentage distribution of sales volume for Cucapa across different regions in the second quarter of 2023?,Simple
maz_commercial,What is the total number of customers purchasing Barrilito in the first half of 2023?,Simple
maz_commercial,What is the average net revenue per HL across all brands in the second quarter of 2023?,Simple
maz_commercial,What is the percentage change in volume for Corona Light from the first to the second quarter of 2023?,Simple
maz_commercial,What is the total revenue generated by the Core segment in the first half of 2023?,Simple
maz_commercial,How does the sales volume of the Premium segment compare between the first and second quarters of 2023?,Simple
maz_commercial,What is the net revenue per HL for the Superpremium segment in the second quarter of 2023?,Simple
maz_commercial,What percentage of total volume is contributed by the Value segment in the first half of 2023?,Simple
maz_commercial,What is the percentage change in net revenue per HL for the Core + Core Plus segment from the first to the second quarter of 2023?,Simple
maz_commercial,How does the average volume per customer for the Cheladas segment compare across quarters in 2023?,Simple
maz_commercial,What is the total number of customers for the Craft segment in the first quarter of 2023?,Simple
maz_commercial,What is the percentage change in revenue for the Superpremium segment from the first to the second quarter of 2023?,Simple
maz_commercial,What is the total sales volume for the Value segment in the second quarter of 2023?,Simple
maz_commercial,What is the percentage distribution of sales volume for the Premium segment across different distribution channels in the first half of 2023?,Simple
maz_commercial,What is the average net revenue per HL for the Core Plus segment in the first quarter of 2023?,Simple
maz_commercial,What is the total volume and revenue for the Corona Extra brand in the Sureste region in the first quarter of 2023?,Simple
maz_commercial,How does the net revenue per HL for Victoria brand compare between the Central-Bajío and Norte regions in the second quarter of 2023?,Simple
maz_commercial,What percentage of total volume does the Michelob brand represent in the Occidente region in the first half of 2023?,Simple
maz_commercial,What is the total number of customers purchasing Modelo Especial in the Norte region in the first quarter of 2023?,Simple
marketing_abi_connect,What is the total number of mentions for Budweiser across all social media platforms in the last 3 months?,Simple
marketing_abi_connect,What are the top 5 countries by number of mentions for Corona in the last month?,Simple
marketing_abi_connect,What is the average number of likes per mention for Michelob Ultra on Instagram in the last 2 months?,Simple
marketing_abi_connect,What is the percent change in the number of mentions for Stella Artois on Twitter from the previous month to the current month?,Simple
marketing_abi_connect,What is the total number of engagements for Bud Light mentions on Facebook in the last quarter?,Simple
marketing_abi_connect,What is the sentiment distribution for Castle mentions across all platforms in the last month?,Simple
marketing_abi_connect,What are the top 3 engagement types for Quilmes mentions on social media in the last 2 months?,Simple
marketing_abi_connect,What is the total number of video views for Pilsener mentions on YouTube in the last 3 months?,Simple
marketing_abi_connect,What is the percent change in the number of shares for Aguila mentions on Facebook from the last month to the current month?,Simple
marketing_abi_connect,What is the most common hashtag associated with Brahma mentions on Twitter in the last month?,Simple
marketing_abi_connect,What is the total number of comments for Budweiser mentions on Instagram in the last quarter?,Simple
marketing_abi_connect,What is the average number of impressions per mention for Corona on Facebook in the last 2 months?,Simple
marketing_abi_connect,What is the total reach for Michelob Ultra mentions across all social media platforms in the last month?,Simple
marketing_abi_connect,What is the sentiment share of positive mentions for Stella Artois across all platforms in the last quarter?,Simple
marketing_abi_connect,What are the top 5 content sources by number of mentions for Castle in the last month?,Simple
marketing_abi_connect,What is the average number of followers for authors mentioning Quilmes on Twitter in the last 3 months?,Simple
marketing_abi_connect,What is the percent change in the total number of interactions for Pilsener mentions on Instagram from the last month to the current month?,Simple
marketing_abi_connect,What is the most common language used in Aguila mentions on social media in the last 2 months?,Simple
marketing_abi_connect,What is the total number of retweets for Brahma mentions on Twitter in the last quarter?,Simple
marketing_abi_connect,What is the average engagement per mention for Bud Light on Facebook in the last month?,Simple
marketing_abi_connect,What is the sentiment share of negative mentions for Budweiser across all platforms in the last 3 months?,Simple
marketing_abi_connect,What are the top 3 countries by reach for Corona mentions in the last month?,Simple
marketing_abi_connect,What is the percent change in the number of likes for Michelob Ultra mentions on Instagram from the previous month to the current month?,Simple
marketing_abi_connect,What is the total number of mentions for Stella Artois with a 'joy' classification in the last quarter?,Simple
marketing_abi_connect,What is the average number of shares per mention for Castle on Facebook in the last 2 months?,Simple
marketing_abi_connect,What are the top 5 hashtags associated with Quilmes mentions on Twitter in the last month?,Simple
marketing_abi_connect,What is the total number of comments for Pilsener mentions on Instagram in the last 3 months?,Simple
marketing_abi_connect,What is the average number of video views per mention for Aguila on YouTube in the last quarter?,Simple
marketing_abi_connect,What is the percent change in the number of engagements for Brahma mentions on Facebook from the last month to the current month?,Simple
marketing_abi_connect,What is the most common author account type for Bud Light mentions on social media in the last month?,Simple
marketing_abi_connect,What is the sentiment distribution for Budweiser mentions across all platforms in the last 2 months?,Simple
marketing_abi_connect,What are the top 3 engagement types for Corona mentions on social media in the last quarter?,Simple
marketing_abi_connect,What is the total number of interactions for Michelob Ultra mentions across all social media platforms in the last month?,Simple
marketing_abi_connect,What is the average number of likes per mention for Stella Artois on Instagram in the last 3 months?,Simple
marketing_abi_connect,What is the total number of shares for Castle mentions on Facebook in the last quarter?,Simple
marketing_abi_connect,What is the sentiment share of neutral mentions for Quilmes across all platforms in the last 2 months?,Simple
marketing_abi_connect,What are the top 5 content sources by number of mentions for Pilsener in the last month?,Simple
marketing_abi_connect,What is the average number of followers for authors mentioning Aguila on Twitter in the last quarter?,Simple
marketing_abi_connect,What is the percent change in the total number of comments for Brahma mentions on Instagram from the last month to the current month?,Simple
marketing_abi_connect,What is the most common language used in Bud Light mentions on social media in the last 2 months?,Simple
marketing_abi_connect,What is the total number of retweets for Budweiser mentions on Twitter in the last 3 months?,Simple
marketing_abi_connect,What is the average engagement per mention for Corona on Facebook in the last month?,Simple
marketing_abi_connect,What is the sentiment share of positive mentions for Michelob Ultra across all platforms in the last quarter?,Simple
marketing_abi_connect,What are the top 3 countries by reach for Stella Artois mentions in the last month?,Simple
marketing_abi_connect,What is the percent change in the number of likes for Castle mentions on Instagram from the previous month to the current month?,Simple
marketing_abi_connect,What is the total number of mentions for Quilmes with a 'surprise' classification in the last 2 months?,Simple
marketing_abi_connect,What is the average number of shares per mention for Pilsener on Facebook in the last quarter?,Simple
marketing_abi_connect,What are the top 5 hashtags associated with Aguila mentions on Twitter in the last month?,Simple
marketing_abi_connect,What is the total number of comments for Brahma mentions on Instagram in the last 3 months?,Simple
marketing_abi_connect,What is the average number of video views per mention for Bud Light on YouTube in the last quarter?,Simple
maz_commercial,What is the total volume and revenue generated by Corona Extra brand in the first quarter of 2023?,Simple
maz_commercial,How does the net revenue per HL for Victoria brand in March 2023 compare to February 2023?,Simple
maz_commercial,What percentage of total volume does the Occidente region contribute to in February 2023?,Simple
maz_commercial,Identify the top 3 brands in terms of sales volume in the Central-Bajío region in the first quarter of 2023.,Simple
maz_commercial,What is the average volume per customer for Modelo Especial in the Norte region in January 2023?,Simple
maz_commercial,Calculate the percentage change in revenue for the Bud Light brand from January to February 2023.,Simple
maz_commercial,What is the percentage change in net revenue per HL for the Premium price segment across all brands from Q1 to Q2 2023?,Simple
maz_commercial,Which distribution channel showed the highest growth in volume for the Core segment in the first half of 2023?,Simple
maz_commercial,Analyze the performance of the Superpremium price segment in terms of volume and revenue in Q2 2023 compared to Q1 2023.,Simple
maz_commercial,What are the top 5 SKUs in terms of sales volume in the Sureste region in March 2023?,Simple
maz_commercial,How has the sales volume of Barrilito changed from February to March 2023?,Simple
maz_commercial,What is the total revenue generated by the Craft price segment in the first quarter of 2023?,Simple
maz_commercial,Compare the net revenue per HL for the Value and Suprema price segments in Q1 2023.,Simple
maz_commercial,Which brand has the highest percentage increase in sales volume from Q1 to Q2 2023?,Simple
maz_commercial,What is the sales volume and revenue of Corona Light in wholesale distribution channels in Q1 2023?,Simple
maz_commercial,How does the average volume per customer for Pacifico brand in retail distribution channels in February 2023 compare to January 2023?,Simple
maz_commercial,Identify the distribution channel with the highest revenue for the Core + Core Plus segment in Q2 2023.,Simple
maz_commercial,What percentage of total revenue does the Occidente region account for in the Superpremium segment in Q1 2023?,Simple
maz_commercial,Calculate the percentage change in sales volume for Michelob brand across all regions from Q1 to Q2 2023.,Simple
maz_commercial,What is the net revenue per HL for the Core segment in the CMM Altiplano distribution center in March 2023?,Simple
maz_commercial,Which SKU had the lowest sales volume in the Sureste region in Q1 2023 and why?,Complex
maz_commercial,Analyze the performance of Negra Modelo brand in terms of volume and revenue in the CMM Michoacan distribution center in Q2 2023.,Complex
maz_commercial,What is the percentage distribution of volume for the Core Plus segment across different distribution channels in Q1 2023?,Simple
maz_commercial,How has the net revenue per HL changed for Cucapa brand across quarters in 2023?,Simple
maz_commercial,Identify the brand with the highest sales in volume in the CMM Occidente distribution center in February 2023 and the possible reasons.,Complex
maz_commercial,What is the total volume and revenue of the Value price segment in the Norte region in Q2 2023?,Simple
maz_commercial,Calculate the average volume per customer for all brands in the Central-Bajío region in Q1 2023.,Simple
maz_commercial,What percentage change in revenue was observed for the Premium price segment from Q1 to Q2 2023?,Simple
maz_commercial,Which brand has the highest net revenue per HL in the Sureste region in March 2023?,Simple
maz_commercial,How does the sales volume of Modelo Especial in retail distribution channels in January 2023 compare to wholesale?,Simple
maz_commercial,What is the percentage change in net revenue per HL for Barrilito brand from February to March 2023?,Simple
maz_commercial,Identify the top 3 SKUs in terms of revenue in the CMM Edo de Mexico distribution center in the first quarter of 2023.,Simple
maz_commercial,What is the total revenue generated by the Craft price segment in the Occidente region in February 2023?,Simple
maz_commercial,Compare the average volume per customer for the Core and Core Plus segments in the CMM Centro distribution center in Q2 2023.,Simple
maz_commercial,Which distribution channel showed the highest growth in revenue for the Superpremium segment in the first half of 2023?,Simple
maz_commercial,Analyze the performance of the Value price segment in terms of volume and revenue in the CMM Hidalgo distribution center in Q1 2023.,Complex
maz_commercial,What are the top 5 brands in terms of sales volume in the CMM San Luis Potosí distribution center in March 2023?,Simple
maz_commercial,How has the sales volume of the Core segment changed from Q1 to Q2 2023 across all regions?,Simple
maz_commercial,What is the total revenue generated by the Suprema price segment in the Norte region in the first quarter of 2023?,Simple
maz_commercial,Compare the net revenue per HL for the Core and Premium segments across all brands in Q2 2023.,Simple
maz_commercial,Which brand has the highest percentage increase in revenue from Q1 to Q2 2023?,Simple
maz_commercial,What is the sales volume and revenue of Bud Light in direct sales channels in Q1 2023?,Simple
maz_commercial,How does the average volume per customer for Victoria brand in wholesale distribution channels in March 2023 compare to February 2023?,Simple
maz_commercial,Identify the distribution channel with the highest revenue for the Core segment in Q1 2023.,Simple
maz_commercial,What percentage of total revenue does the Central-Bajío region account for in the Premium segment in Q2 2023?,Simple
maz_commercial,Calculate the percentage change in sales volume for the Craft price segment across all regions from Q1 to Q2 2023.,Simple
maz_commercial,What is the net revenue per HL for the Core Plus segment in the CMM Colima distribution center in February 2023?,Simple
maz_commercial,Which SKU had the highest sales volume in the Occidente region in Q2 2023 and why?,Complex
maz_commercial,Analyze the performance of Corona Extra brand in terms of volume and revenue in the CMM Del Bajío distribution center in Q1 2023.,Complex
maz_commercial,What is the percentage distribution of volume for the Value segment across different distribution channels in Q2 2023?,Simple
marketing_abi_connect,"What trends in sentiment towards Michelob Ultra can be observed in the last three months, and how do they compare with the previous quarter?",Simple
marketing_abi_connect,How have the interactions and engagements with Budweiser mentions on Twitter evolved in the last month?,Simple
marketing_abi_connect,"Which content source name has generated the most mentions for Stella Artois in the last quarter, and how has this impacted brand perception?",Complex
